Geography,Geographic Area Name,Estimate!!Gini Index,Margin of Error!!Gini Index,year
0500000US35003,"Catron County, New Mexico",0.417,0.033,2010
0500000US36009,"Cattaraugus County, New York",0.405,0.009,2010
0500000US38019,"Cavalier County, North Dakota",0.405,0.026,2010
0500000US72035,"Cayey Municipio, Puerto Rico",0.482,0.014,2010
0500000US36011,"Cayuga County, New York",0.403,0.01,2010
0500000US24015,"Cecil County, Maryland",0.403,0.013,2010
0500000US19031,"Cedar County, Iowa",0.352,0.015,2010
0500000US29039,"Cedar County, Missouri",0.404,0.023,2010
0500000US31027,"Cedar County, Nebraska",0.434,0.04,2010
0500000US72037,"Ceiba Municipio, Puerto Rico",0.463,0.026,2010
0500000US42027,"Centre County, Pennsylvania",0.467,0.013,2010
0500000US19033,"Cerro Gordo County, Iowa",0.426,0.016,2010
0500000US08015,"Chaffee County, Colorado",0.456,0.04,2010
0500000US01017,"Chambers County, Alabama",0.425,0.013,2010
0500000US48071,"Chambers County, Texas",0.384,0.021,2010
0500000US17019,"Champaign County, Illinois",0.477,0.008,2010
0500000US39021,"Champaign County, Ohio",0.419,0.025,2010
0500000US29041,"Chariton County, Missouri",0.393,0.019,2010
0500000US51036,"Charles City County, Virginia",0.409,0.029,2010
0500000US24017,"Charles County, Maryland",0.359,0.01,2010
0500000US46023,"Charles Mix County, South Dakota",0.446,0.024,2010
0500000US45019,"Charleston County, South Carolina",0.498,0.009,2010
0500000US26029,"Charlevoix County, Michigan",0.462,0.026,2010
0500000US12015,"Charlotte County, Florida",0.432,0.014,2010
0500000US51037,"Charlotte County, Virginia",0.417,0.026,2010
0500000US51540,"Charlottesville city, Virginia",0.505,0.02,2010
0500000US13049,"Charlton County, Georgia",0.432,0.04,2010
0500000US20017,"Chase County, Kansas",0.414,0.035,2010
0500000US31029,"Chase County, Nebraska",0.439,0.068,2010
0500000US13051,"Chatham County, Georgia",0.476,0.009,2010
0500000US37037,"Chatham County, North Carolina",0.459,0.016,2010
0500000US13053,"Chattahoochee County, Georgia",0.37,0.045,2010
0500000US13055,"Chattooga County, Georgia",0.4,0.022,2010
0500000US20019,"Chautauqua County, Kansas",0.422,0.031,2010
0500000US36013,"Chautauqua County, New York",0.427,0.008,2010
0500000US35005,"Chaves County, New Mexico",0.436,0.019,2010
0500000US47021,"Cheatham County, Tennessee",0.394,0.019,2010
0500000US26031,"Cheboygan County, Michigan",0.454,0.016,2010
0500000US53007,"Chelan County, Washington",0.432,0.017,2010
0500000US36015,"Chemung County, New York",0.443,0.014,2010
0500000US36017,"Chenango County, New York",0.419,0.017,2010
0500000US01019,"Cherokee County, Alabama",0.439,0.024,2010
0500000US13057,"Cherokee County, Georgia",0.41,0.011,2010
0500000US19035,"Cherokee County, Iowa",0.389,0.018,2010
0500000US20021,"Cherokee County, Kansas",0.442,0.035,2010
0500000US37039,"Cherokee County, North Carolina",0.44,0.027,2010
0500000US40021,"Cherokee County, Oklahoma",0.452,0.016,2010
0500000US45021,"Cherokee County, South Carolina",0.439,0.015,2010
0500000US48073,"Cherokee County, Texas",0.45,0.02,2010
0500000US31031,"Cherry County, Nebraska",0.418,0.037,2010
0500000US51550,"Chesapeake city, Virginia",0.393,0.007,2010
0500000US33005,"Cheshire County, New Hampshire",0.424,0.013,2010
0500000US42029,"Chester County, Pennsylvania",0.447,0.006,2010
0500000US45023,"Chester County, South Carolina",0.449,0.018,2010
0500000US47023,"Chester County, Tennessee",0.396,0.03,2010
0500000US45025,"Chesterfield County, South Carolina",0.447,0.016,2010
0500000US51041,"Chesterfield County, Virginia",0.387,0.006,2010
0500000US08017,"Cheyenne County, Colorado",0.397,0.04,2010
0500000US20023,"Cheyenne County, Kansas",0.437,0.025,2010
0500000US31033,"Cheyenne County, Nebraska",0.405,0.022,2010
0500000US19037,"Chickasaw County, Iowa",0.401,0.031,2010
0500000US28017,"Chickasaw County, Mississippi",0.467,0.029,2010
0500000US05017,"Chicot County, Arkansas",0.509,0.036,2010
0500000US48075,"Childress County, Texas",0.438,0.034,2010
0500000US01021,"Chilton County, Alabama",0.451,0.026,2010
0500000US26033,"Chippewa County, Michigan",0.451,0.024,2010
0500000US27023,"Chippewa County, Minnesota",0.41,0.019,2010
0500000US55017,"Chippewa County, Wisconsin",0.406,0.014,2010
0500000US27025,"Chisago County, Minnesota",0.349,0.013,2010
0500000US50007,"Chittenden County, Vermont",0.437,0.011,2010
0500000US01023,"Choctaw County, Alabama",0.457,0.03,2010
0500000US28019,"Choctaw County, Mississippi",0.434,0.03,2010
0500000US40023,"Choctaw County, Oklahoma",0.47,0.021,2010
0500000US30015,"Chouteau County, Montana",0.425,0.026,2010
0500000US37041,"Chowan County, North Carolina",0.476,0.032,2010
0500000US17021,"Christian County, Illinois",0.429,0.026,2010
0500000US21047,"Christian County, Kentucky",0.424,0.013,2010
0500000US29043,"Christian County, Missouri",0.391,0.011,2010
0500000US32001,"Churchill County, Nevada",0.384,0.021,2010
0500000US72039,"Ciales Municipio, Puerto Rico",0.497,0.021,2010
0500000US35006,"Cibola County, New Mexico",0.427,0.018,2010
0500000US72041,"Cidra Municipio, Puerto Rico",0.496,0.019,2010
0500000US40025,"Cimarron County, Oklahoma",0.394,0.031,2010
0500000US12017,"Citrus County, Florida",0.434,0.011,2010
0500000US41005,"Clackamas County, Oregon",0.44,0.007,2010
0500000US28021,"Claiborne County, Mississippi",0.483,0.029,2010
0500000US47025,"Claiborne County, Tennessee",0.451,0.031,2010
0500000US22027,"Claiborne Parish, Louisiana",0.474,0.028,2010
0500000US53009,"Clallam County, Washington",0.416,0.012,2010
0500000US26035,"Clare County, Michigan",0.424,0.017,2010
0500000US45027,"Clarendon County, South Carolina",0.438,0.016,2010
0500000US42031,"Clarion County, Pennsylvania",0.43,0.015,2010
0500000US05019,"Clark County, Arkansas",0.467,0.023,2010
0500000US16033,"Clark County, Idaho",0.381,0.071,2010
0500000US17023,"Clark County, Illinois",0.431,0.024,2010
0500000US18019,"Clark County, Indiana",0.394,0.009,2010
0500000US20025,"Clark County, Kansas",0.457,0.063,2010
0500000US21049,"Clark County, Kentucky",0.438,0.02,2010
0500000US29045,"Clark County, Missouri",0.406,0.028,2010
0500000US32003,"Clark County, Nevada",0.434,0.005,2010
0500000US39023,"Clark County, Ohio",0.418,0.009,2010
0500000US46025,"Clark County, South Dakota",0.486,0.066,2010
0500000US53011,"Clark County, Washington",0.416,0.007,2010
0500000US55019,"Clark County, Wisconsin",0.411,0.01,2010
0500000US01025,"Clarke County, Alabama",0.523,0.03,2010
0500000US13059,"Clarke County, Georgia",0.531,0.013,2010
0500000US19039,"Clarke County, Iowa",0.436,0.08,2010
0500000US28023,"Clarke County, Mississippi",0.447,0.02,2010
0500000US51043,"Clarke County, Virginia",0.42,0.029,2010
0500000US41007,"Clatsop County, Oregon",0.443,0.033,2010
0500000US01027,"Clay County, Alabama",0.421,0.024,2010
0500000US05021,"Clay County, Arkansas",0.488,0.033,2010
0500000US12019,"Clay County, Florida",0.387,0.012,2010
0500000US13061,"Clay County, Georgia",0.422,0.035,2010
0500000US17025,"Clay County, Illinois",0.436,0.02,2010
0500000US18021,"Clay County, Indiana",0.367,0.014,2010
0500000US19041,"Clay County, Iowa",0.452,0.067,2010
0500000US20027,"Clay County, Kansas",0.441,0.065,2010
0500000US21051,"Clay County, Kentucky",0.512,0.042,2010
0500000US27027,"Clay County, Minnesota",0.404,0.009,2010
0500000US28025,"Clay County, Mississippi",0.491,0.024,2010
0500000US29047,"Clay County, Missouri",0.388,0.008,2010
0500000US31035,"Clay County, Nebraska",0.399,0.037,2010
0500000US37043,"Clay County, North Carolina",0.451,0.028,2010
0500000US46027,"Clay County, South Dakota",0.479,0.036,2010
0500000US47027,"Clay County, Tennessee",0.443,0.037,2010
0500000US48077,"Clay County, Texas",0.385,0.02,2010
0500000US54015,"Clay County, West Virginia",0.46,0.038,2010
0500000US13063,"Clayton County, Georgia",0.393,0.008,2010
0500000US19043,"Clayton County, Iowa",0.376,0.013,2010
0500000US08019,"Clear Creek County, Colorado",0.426,0.039,2010
0500000US42033,"Clearfield County, Pennsylvania",0.422,0.012,2010
0500000US16035,"Clearwater County, Idaho",0.389,0.025,2010
0500000US27029,"Clearwater County, Minnesota",0.421,0.019,2010
0500000US01029,"Cleburne County, Alabama",0.424,0.021,2010
0500000US05023,"Cleburne County, Arkansas",0.445,0.022,2010
0500000US39025,"Clermont County, Ohio",0.419,0.01,2010
0500000US05025,"Cleveland County, Arkansas",0.445,0.027,2010
0500000US37045,"Cleveland County, North Carolina",0.439,0.01,2010
0500000US40027,"Cleveland County, Oklahoma",0.43,0.009,2010
0500000US13065,"Clinch County, Georgia",0.43,0.044,2010
0500000US17027,"Clinton County, Illinois",0.394,0.015,2010
0500000US18023,"Clinton County, Indiana",0.386,0.016,2010
0500000US19045,"Clinton County, Iowa",0.397,0.014,2010
0500000US21053,"Clinton County, Kentucky",0.487,0.041,2010
0500000US26037,"Clinton County, Michigan",0.408,0.015,2010
0500000US29049,"Clinton County, Missouri",0.373,0.016,2010
0500000US36019,"Clinton County, New York",0.419,0.012,2010
0500000US39027,"Clinton County, Ohio",0.414,0.016,2010
0500000US42035,"Clinton County, Pennsylvania",0.404,0.011,2010
0500000US20029,"Cloud County, Kansas",0.413,0.042,2010
0500000US28027,"Coahoma County, Mississippi",0.548,0.047,2010
0500000US40029,"Coal County, Oklahoma",0.419,0.02,2010
0500000US72043,"Coamo Municipio, Puerto Rico",0.543,0.029,2010
0500000US13067,"Cobb County, Georgia",0.441,0.006,2010
0500000US04003,"Cochise County, Arizona",0.435,0.011,2010
0500000US48079,"Cochran County, Texas",0.397,0.031,2010
0500000US47029,"Cocke County, Tennessee",0.474,0.024,2010
0500000US04005,"Coconino County, Arizona",0.443,0.012,2010
0500000US46029,"Codington County, South Dakota",0.45,0.025,2010
0500000US01031,"Coffee County, Alabama",0.452,0.017,2010
0500000US13069,"Coffee County, Georgia",0.449,0.02,2010
0500000US47031,"Coffee County, Tennessee",0.436,0.018,2010
0500000US20031,"Coffey County, Kansas",0.396,0.023,2010
0500000US48081,"Coke County, Texas",0.381,0.027,2010
0500000US01033,"Colbert County, Alabama",0.435,0.012,2010
0500000US29051,"Cole County, Missouri",0.405,0.013,2010
0500000US48083,"Coleman County, Texas",0.497,0.028,2010
0500000US17029,"Coles County, Illinois",0.488,0.025,2010
0500000US31037,"Colfax County, Nebraska",0.412,0.046,2010
0500000US35007,"Colfax County, New Mexico",0.422,0.023,2010
0500000US45029,"Colleton County, South Carolina",0.45,0.019,2010
0500000US12021,"Collier County, Florida",0.522,0.009,2010
0500000US48085,"Collin County, Texas",0.424,0.006,2010
0500000US48087,"Collingsworth County, Texas",0.496,0.05,2010
0500000US51570,"Colonial Heights city, Virginia",0.381,0.026,2010
0500000US48089,"Colorado County, Texas",0.46,0.022,2010
0500000US13071,"Colquitt County, Georgia",0.458,0.02,2010
0500000US05027,"Columbia County, Arkansas",0.483,0.027,2010
0500000US12023,"Columbia County, Florida",0.432,0.015,2010
0500000US13073,"Columbia County, Georgia",0.411,0.014,2010
0500000US36021,"Columbia County, New York",0.472,0.022,2010
0500000US41009,"Columbia County, Oregon",0.38,0.013,2010
0500000US42037,"Columbia County, Pennsylvania",0.447,0.021,2010
0500000US53013,"Columbia County, Washington",0.453,0.042,2010
0500000US55021,"Columbia County, Wisconsin",0.39,0.012,2010
0500000US39029,"Columbiana County, Ohio",0.413,0.012,2010
0500000US37047,"Columbus County, North Carolina",0.469,0.017,2010
0500000US06011,"Colusa County, California",0.429,0.027,2010
0500000US48091,"Comal County, Texas",0.439,0.013,2010
0500000US20033,"Comanche County, Kansas",0.434,0.059,2010
0500000US40031,"Comanche County, Oklahoma",0.419,0.012,2010
0500000US48093,"Comanche County, Texas",0.43,0.025,2010
0500000US72045,"Comerío Municipio, Puerto Rico",0.538,0.025,2010
0500000US48095,"Concho County, Texas",0.415,0.029,2010
0500000US22029,"Concordia Parish, Louisiana",0.478,0.02,2010
0500000US01035,"Conecuh County, Alabama",0.484,0.033,2010
0500000US08021,"Conejos County, Colorado",0.429,0.027,2010
0500000US06013,"Contra Costa County, California",0.453,0.005,2010
0500000US56009,"Converse County, Wyoming",0.403,0.025,2010
0500000US05029,"Conway County, Arkansas",0.487,0.026,2010
0500000US13075,"Cook County, Georgia",0.442,0.024,2010
0500000US17031,"Cook County, Illinois",0.488,0.002,2010
0500000US27031,"Cook County, Minnesota",0.422,0.031,2010
0500000US48097,"Cooke County, Texas",0.438,0.026,2010
0500000US29053,"Cooper County, Missouri",0.397,0.019,2010
0500000US33007,"Coos County, New Hampshire",0.415,0.017,2010
0500000US41011,"Coos County, Oregon",0.448,0.017,2010
0500000US01037,"Coosa County, Alabama",0.443,0.049,2010
0500000US28029,"Copiah County, Mississippi",0.459,0.028,2010
0500000US72047,"Corozal Municipio, Puerto Rico",0.533,0.022,2010
0500000US46031,"Corson County, South Dakota",0.509,0.07,2010
0500000US36023,"Cortland County, New York",0.423,0.012,2010
0500000US48099,"Coryell County, Texas",0.382,0.015,2010
0500000US39031,"Coshocton County, Ohio",0.417,0.024,2010
0500000US08023,"Costilla County, Colorado",0.508,0.062,2010
0500000US48101,"Cottle County, Texas",0.393,0.03,2010
0500000US40033,"Cotton County, Oklahoma",0.409,0.029,2010
0500000US27033,"Cottonwood County, Minnesota",0.455,0.048,2010
0500000US01039,"Covington County, Alabama",0.475,0.026,2010
0500000US28031,"Covington County, Mississippi",0.464,0.021,2010
0500000US51580,"Covington city, Virginia",0.441,0.061,2010
0500000US13077,"Coweta County, Georgia",0.388,0.009,2010
0500000US20035,"Cowley County, Kansas",0.415,0.013,2010
0500000US53015,"Cowlitz County, Washington",0.42,0.011,2010
0500000US40035,"Craig County, Oklahoma",0.4,0.026,2010
0500000US51045,"Craig County, Virginia",0.327,0.042,2010
0500000US05031,"Craighead County, Arkansas",0.473,0.013,2010
0500000US48103,"Crane County, Texas",0.387,0.037,2010
0500000US37049,"Craven County, North Carolina",0.445,0.017,2010
0500000US05033,"Crawford County, Arkansas",0.406,0.013,2010
0500000US13079,"Crawford County, Georgia",0.46,0.04,2010
0500000US17033,"Crawford County, Illinois",0.406,0.016,2010
0500000US18025,"Crawford County, Indiana",0.411,0.029,2010
0500000US19047,"Crawford County, Iowa",0.401,0.022,2010
0500000US20037,"Crawford County, Kansas",0.46,0.022,2010
0500000US26039,"Crawford County, Michigan",0.441,0.032,2010
0500000US29055,"Crawford County, Missouri",0.395,0.024,2010
0500000US39033,"Crawford County, Ohio",0.393,0.016,2010
0500000US42039,"Crawford County, Pennsylvania",0.426,0.012,2010
0500000US55023,"Crawford County, Wisconsin",0.424,0.019,2010
0500000US40037,"Creek County, Oklahoma",0.434,0.018,2010
0500000US01041,"Crenshaw County, Alabama",0.466,0.042,2010
0500000US13081,"Crisp County, Georgia",0.471,0.024,2010
0500000US05035,"Crittenden County, Arkansas",0.466,0.014,2010
0500000US21055,"Crittenden County, Kentucky",0.463,0.075,2010
0500000US47033,"Crockett County, Tennessee",0.465,0.052,2010
0500000US48105,"Crockett County, Texas",0.47,0.1,2010
0500000US41013,"Crook County, Oregon",0.379,0.023,2010
0500000US56011,"Crook County, Wyoming",0.349,0.024,2010
0500000US48107,"Crosby County, Texas",0.45,0.028,2010
0500000US05037,"Cross County, Arkansas",0.432,0.02,2010
0500000US27035,"Crow Wing County, Minnesota",0.42,0.013,2010
0500000US08025,"Crowley County, Colorado",0.437,0.041,2010
0500000US48109,"Culberson County, Texas",0.541,0.088,2010
0500000US72049,"Culebra Municipio, Puerto Rico",0.46,0.056,2010
0500000US01043,"Cullman County, Alabama",0.445,0.013,2010
0500000US51047,"Culpeper County, Virginia",0.389,0.015,2010
0500000US17035,"Cumberland County, Illinois",0.418,0.025,2010
0500000US21057,"Cumberland County, Kentucky",0.419,0.026,2010
0500000US23005,"Cumberland County, Maine",0.45,0.008,2010
0500000US34011,"Cumberland County, New Jersey",0.433,0.011,2010
0500000US37051,"Cumberland County, North Carolina",0.433,0.007,2010
0500000US42041,"Cumberland County, Pennsylvania",0.409,0.007,2010
0500000US47035,"Cumberland County, Tennessee",0.444,0.026,2010
0500000US51049,"Cumberland County, Virginia",0.426,0.042,2010
0500000US31039,"Cuming County, Nebraska",0.426,0.05,2010
0500000US37053,"Currituck County, North Carolina",0.399,0.024,2010
0500000US35009,"Curry County, New Mexico",0.444,0.017,2010
0500000US41015,"Curry County, Oregon",0.447,0.027,2010
0500000US08027,"Custer County, Colorado",0.472,0.063,2010
0500000US16037,"Custer County, Idaho",0.414,0.033,2010
0500000US30017,"Custer County, Montana",0.417,0.023,2010
0500000US31041,"Custer County, Nebraska",0.408,0.02,2010
0500000US40039,"Custer County, Oklahoma",0.446,0.023,2010
0500000US46033,"Custer County, South Dakota",0.389,0.028,2010
0500000US39035,"Cuyahoga County, Ohio",0.485,0.004,2010
0500000US13083,"Dade County, Georgia",0.427,0.028,2010
0500000US29057,"Dade County, Missouri",0.411,0.031,2010
0500000US49009,"Daggett County, Utah",0.413,0.04,2010
0500000US27037,"Dakota County, Minnesota",0.395,0.006,2010
0500000US31043,"Dakota County, Nebraska",0.395,0.022,2010
0500000US01045,"Dale County, Alabama",0.424,0.018,2010
0500000US48111,"Dallam County, Texas",0.396,0.043,2010
0500000US01047,"Dallas County, Alabama",0.515,0.024,2010
0500000US05039,"Dallas County, Arkansas",0.462,0.028,2010
0500000US19049,"Dallas County, Iowa",0.415,0.014,2010
0500000US29059,"Dallas County, Missouri",0.418,0.039,2010
0500000US48113,"Dallas County, Texas",0.492,0.004,2010
0500000US55025,"Dane County, Wisconsin",0.439,0.007,2010
0500000US30019,"Daniels County, Montana",0.434,0.041,2010
0500000US51590,"Danville city, Virginia",0.469,0.016,2010
0500000US37055,"Dare County, North Carolina",0.417,0.025,2010
0500000US39037,"Darke County, Ohio",0.397,0.012,2010
0500000US45031,"Darlington County, South Carolina",0.456,0.017,2010
0500000US42043,"Dauphin County, Pennsylvania",0.427,0.007,2010
0500000US37057,"Davidson County, North Carolina",0.423,0.009,2010
0500000US47037,"Davidson County, Tennessee",0.487,0.006,2010
0500000US37059,"Davie County, North Carolina",0.43,0.015,2010
0500000US18027,"Daviess County, Indiana",0.396,0.025,2010
0500000US21059,"Daviess County, Kentucky",0.438,0.014,2010
0500000US29061,"Daviess County, Missouri",0.433,0.029,2010
0500000US19051,"Davis County, Iowa",0.412,0.027,2010
0500000US49011,"Davis County, Utah",0.384,0.009,2010
0500000US46035,"Davison County, South Dakota",0.424,0.033,2010
0500000US31045,"Dawes County, Nebraska",0.443,0.03,2010
0500000US13085,"Dawson County, Georgia",0.421,0.023,2010
0500000US30021,"Dawson County, Montana",0.392,0.026,2010
0500000US31047,"Dawson County, Nebraska",0.403,0.023,2010
0500000US48115,"Dawson County, Texas",0.455,0.035,2010
0500000US46037,"Day County, South Dakota",0.42,0.026,2010
